pdbid,dna,U,protein,duplex
6UJZ,"[21, 27]",[],"[572, 440]",False
6UK0,"[21, 27]",[],"[572, 440]",False
6UKE,[13],[13],[258],False
6UKF,[13],[13],[258],False
6UKG,"[14, 14]",[],[258],True
6UKH,"[14, 14]",[],[258],True
6UKI,"[14, 14]",[],[258],True
6UPH,"[147, 147]",[],"[229, 118, 145, 147]",True
6UPK,"[79, 79]",[],"[136, 103, 130, 126, 966, 640]",True
6UPL,"[79, 79]",[],"[136, 103, 130, 126, 966, 640]",True
6UQI,"[12, 8]",[],[435],False
6UR2,"[10, 12]",[],[579],False
6UR4,"[9, 11]",[],[579],False
6UR9,"[9, 13]",[],[579],False
6US5,"[9, 13]",[],[579],False
6USJ,"[165, 165]",[],"[139, 106, 133, 129, 590]",True
6UTX,"[50, 50]",[],"[242, 1342, 1407, 90, 336]",False
6UTY,"[50, 50]",[],"[242, 1342, 1407, 90, 336]",False
6UUA,"[50, 50]",[],"[242, 1342, 1407, 90, 336]",False
6UUB,"[50, 50]",[],"[242, 1342, 1407, 90, 336]",False
6UVW,"[27, 27]",[],[302],False
6UW0,"[27, 27]",[],[296],False
6UWG,"[26, 26]",[],[302],False
6UWH,"[26, 26]",[],[296],False
6UWJ,"[27, 27]",[],[296],False
6UWK,"[27, 27]",[],[296],False
6UXW,"[185, 200]",[],"[129, 477, 1703, 1314, 566, 179, 67, 135, 905, 825, 83, 102, 122, 467, 157]",False
6V0V,"[46, 46]",[],"[520, 775]",True
6V10,[2],[],[521],False
6V1G,[2],[],[520],False
6V1Z,[2],[],[521],False
6V2K,[146],[],"[139, 106, 133, 129]",True
6V3K,"[27, 25]",[],[383],False
6V5K,[8],[],"[432, 12]",False
6V7B,"[323, 323]",[],"[129, 145]",True
6V8U,"[18, 18]",[],[134],True
6V92,[146],[],"[477, 625, 557, 483, 581, 502, 426, 883, 28, 19, 14, 1359, 15, 49, 136, 103, 130, 126, 467, 157, 78, 180, 435, 889, 885]",True
6V93,[30],[],"[1538, 245, 494, 350]",False
6VAE,"[29, 29]",[],"[1328, 1451, 76]",True
6VAF,"[29, 29]",[],"[1328, 1451, 76]",True
6VCS,[12],[],"[211, 6]",True
6VDK,"[27, 25]",[],[364],False
6VEN,"[146, 146]",[],"[135, 358, 505, 175, 391, 102, 129, 122, 80, 315, 426]",True
6VG2,"[16, 16]",[],[104],True
6VG6,"[13, 18]",[],[341],False
6VG8,"[16, 16]",[],"[104, 123]",True
6VGD,"[16, 16]",[],"[104, 177, 156]",True
6VGE,"[16, 16]",[],"[128, 177, 156]",True
6VGG,"[16, 16]",[],"[128, 177, 156]",True
6VGM,"[13, 18]",[],[341],False
6VJW,[12],[],"[138, 12]",False
6VKP,"[14, 19]",[],[341],False
6VNP,"[14, 19]",[],[341],False
6VTX,"[12, 12]",[],[84],True
6VUG,[38],[],"[555, 444, 120, 124]",False
6VVS,"[31, 26]",[],"[350, 1169, 1317, 107, 114, 466, 17]",False
6VVT,"[31, 26]",[],"[114, 350, 1169, 1317, 107, 466]",False
6VVV,"[31, 26]",[],"[114, 350, 1169, 1317, 107, 466]",False
6VVX,"[90, 90]",[],"[347, 1179, 1326, 110, 531, 111, 162]",True
6VVY,"[90, 90]",[],"[347, 1179, 1326, 110, 531, 111, 162]",True
6VVZ,"[90, 90]",[],"[347, 1179, 1326, 110, 531, 111, 162]",True
6VW0,"[90, 90]",[],"[347, 1179, 1326, 110, 531, 111, 162]",True
6VYP,"[191, 191]",[],"[135, 122, 102, 129, 684, 157]",True
6VZ4,"[185, 185]",[],"[136, 157, 103, 130, 125, 813, 477, 467]",False
6W0M,"[13, 15]",[],[317],False
6W0R,"[5, 6]",[],[315],False
6W13,"[7, 6]",[],[317],False
6W1A,"[30, 30]",[],[284],False
6W1F,"[30, 30]",[],[284],False
6W4T,[21],[],"[276, 21]",False
6W5I,"[147, 147]",[],"[538, 313, 209, 136, 103, 534, 132, 122]",True
6W5M,"[147, 147]",[],"[538, 313, 209, 534, 136, 103, 129, 123]",True
6W5N,"[147, 147]",[],"[313, 103, 538, 209, 534, 136, 129, 123]",True
6W5X,[8],[],"[432, 12]",False
6W6W,[4],[],"[1233, 374, 152]",False
6W7A,[8],[],[197],False
6W89,[],[25],"[285, 209]",False
6W8B,[],[25],"[285, 209]",False
6W8D,[],[25],"[209, 285]",False
6W8J,[],[25],"[285, 209]",False
6W8V,"[12, 12]",[],[873],True
6W8W,"[12, 12]",[],[873],True
6WAA,"[11, 15]",[],[743],False
6WC2,"[21, 21]",[],"[95, 61]",True
6WC5,"[22, 22]",[],"[90, 57]",True
6WDZ,[10],[],[115],False
6WE0,[10],[],[137],False
6WE1,[8],[],[139],False
6WE9,[11],[],[166],False
6WEA,[10],[],[166],False
6WFQ,"[15, 15]",[],[263],True
6WG3,"[51, 51]",[],"[1233, 1217, 631, 1272, 1652]",True
6WG6,[10],[],"[233, 256]",False
6WG7,"[35, 35]",[],[263],True
6WGC,"[41, 41]",[],"[513, 913, 620, 616, 479, 529, 435, 971, 845]",True
6WGE,"[43, 43]",[],"[1233, 1217, 631, 1642]",True
6WGG,"[41, 41]",[],"[604, 868, 971, 933, 775, 1017, 845, 513, 913, 620, 616, 479, 529, 435]",True
6WGI,"[34, 34]",[],"[868, 971, 933, 775, 604, 1017, 845, 513, 913, 620, 616, 479, 529, 435]",True
6WHM,[8],[],[197],False
6WIG,"[22, 22]",[],[106],True
6WK6,[8],[],"[432, 12]",False
6WKR,[],[],"[76, 103, 130, 126, 739, 441, 425, 746, 450, 295, 320, 136]",False
6WMA,[2],[],[367],False
6WMB,[2],[],[367],False
6WMC,[2],[],[367],False
6WMI,"[17, 17]",[],[155],True
6WPA,[28],[],[245],True
6WPF,"[21, 27]",[],"[561, 452]",False
6WPH,"[21, 27]",[],"[560, 452]",False
6WPJ,"[21, 27]",[],"[561, 452]",False
6WQ0,"[301, 301]",[],[134],True
6WQ2,"[225, 223]",[],"[167, 204]",False
6WQU,"[15, 15]",[],"[423, 18]",False
6WS3,[10],[],[197],False
6WYA,"[23, 20]",[],[774],False
6WZ5,"[167, 167]",[],"[135, 102, 129, 122]",True
6WZ9,"[167, 167]",[],"[135, 102, 129, 122]",True
6X0L,"[167, 167]",[],"[590, 356]",True
6X0M,"[167, 167]",[],"[590, 356]",True
6X0N,"[167, 167]",[],"[122, 356, 135, 102, 129, 590]",True
6X1J,"[25, 25]",[],[231],False
6X59,"[147, 147]",[],"[135, 102, 129, 125, 372]",True
6X5A,"[147, 147]",[],"[135, 102, 129, 124, 372]",True
6X68,[74],[],[594],True
6X6D,"[18, 18]",[],[74],False
6X6E,"[18, 18]",[],[75],False
6X6Z,"[12, 17]",[],[442],False
6X70,"[12, 17]",[],[442],False
6X71,"[13, 17]",[],[442],False
6X72,"[13, 17]",[],[442],False
6X73,"[13, 17]",[],[442],False
6X74,"[13, 16]",[],[442],False
6X75,"[13, 17]",[],[442],False
6X76,"[13, 17]",[],[442],False
6X77,"[12, 16]",[],[442],False
6X9I,[12],[12],[874],False
6X9J,[12],[12],[874],False
6X9K,[12],[12],[874],False
6XB8,[6],[],[206],False
6XEO,"[21, 18]",[],[1169],False
6XG8,"[26, 26]",[],[410],True
6XGW,"[32, 32]",[],[410],True
6XH7,"[54, 54]",[],"[329, 1342, 1407, 91, 628, 143]",False
6XJD,"[147, 147]",[],"[135, 102, 129, 125, 372]",True
6XL5,"[54, 54]",[],"[329, 1342, 1407, 91, 613, 268]",False
6XL6,"[54, 54]",[],[268],False
6XLA,"[54, 54]",[],[268],False
6XLK,"[54, 54]",[],[268],False
6XTX,[70],[],"[904, 223, 566, 853, 883, 734, 821, 719, 196, 222, 216]",False
6XU0,[14],[],[441],True
6XUP,[14],[],[441],True
6XWG,"[21, 21]",[],"[87, 90]",True
6XWH,"[16, 16]",[],[87],True
6Y35,"[25, 25]",[],"[64, 92, 119]",False
6Y36,"[25, 25]",[],"[64, 92, 119]",False
6Y37,"[25, 25]",[],"[64, 92, 119]",False
6Y39,"[25, 25]",[],"[64, 92, 119]",False
6Y42,"[39, 39]",[],[166],True
6Y5D,"[153, 153]",[],"[98, 103, 130, 126, 362]",True
6Y5E,"[153, 153]",[],"[96, 93, 83, 108, 94, 362, 81, 107]",True
6Y93,[22],[],[146],True
6YCQ,"[21, 21]",[],[362],True
6YCS,[],"[17, 17]",[72],True
6YJB,[],[],"[309, 5]",True
6YKF,[5],[],[309],False
6YL2,"[20, 20]",[],[196],True
6YMG,"[11, 11]",[],[309],True
6YMV,"[33, 33]",[],"[1262, 354]",False
6YOV,[300],[],"[139, 105, 133, 128, 137, 106, 631, 105]",True
6YUF,"[32, 32]",[],"[628, 1587, 1228, 1194]",True
6YWW,[20],[],"[101, 20]",False
6Z1A,"[8, 12]",[],[692],False
6Z6P,"[145, 145]",[],"[661, 78, 105, 93, 672, 543, 629, 97, 83, 103, 95, 97]",True
6Z8V,[15],[],"[36, 259]",False
6Z8W,[15],[],"[36, 259]",False
6Z8X,[],[],"[36, 259, 15]",False
6ZA3,[10],[],[250],True
6ZAB,[10],[],[250],True
6ZH8,"[11, 8]",[],[4156],False
6ZHA,"[25, 24]",[],"[4156, 609, 732]",False
6ZHX,"[145, 145]",[],"[136, 103, 130, 123, 37]",True
6ZHY,"[145, 145]",[],"[136, 103, 130, 123, 37]",True
6ZIX,"[23, 23]",[],[216],True
6ZJ2,"[23, 23]",[],[216],True
6ZMN,[16],[],[125],True
6ZNC,[12],[],[200],True
6ZNP,[16],[],[751],False
6ZNQ,[16],[],[751],False
6ZY5,"[17, 13]",[],[1531],False
6ZY6,"[17, 13]",[],[1531],False
6ZY7,"[17, 13]",[],[1531],False
6ZY8,"[17, 13]",[],[1531],False
6ZZ6,"[34, 34]",[],"[360, 423, 83, 1493]",True
7A08,"[147, 147]",[],"[370, 129, 125, 135, 102]",True
7ABS,"[10, 13]",[],[375],False
7AD8,"[49, 49]",[],"[548, 782, 71, 760, 308, 395, 462, 273]",False
7ADU,"[17, 19]",[],[395],False
7ADV,"[19, 17]",[],[395],False
7AEO,"[16, 16]",[],[496],True
7AHX,"[27, 21]",[],"[556, 428]",False
7AI5,"[22, 22]",[],[853],True
7AI6,"[25, 25]",[],[853],False
7AI7,"[14, 14]",[],[853],True
7AIB,"[30, 30]",[],"[853, 351]",True
7AIC,"[30, 30]",[],"[853, 351]",True
7AID,"[27, 21]",[],"[556, 428]",False
7AIF,"[21, 27]",[],"[428, 556]",False
7AIG,"[27, 21]",[],"[556, 428]",False
7AII,"[27, 21]",[],"[556, 428]",False
7AIJ,"[27, 21]",[],"[556, 428]",False
7AMN,"[21, 21]",[],[221],True
7AMT,"[21, 21]",[],[221],True
7AMV,"[60, 60]",[],"[795, 1286, 259, 637, 1164, 305, 185, 164, 161, 63, 710]",False
7APD,"[40, 36]",[],"[152, 298]",False
7AT8,"[156, 156]",[],"[764, 739, 135, 102, 129, 122]",True
7AUD,[15],[],[563],False
7AW7,"[37, 37]",[],"[64, 92, 119, 98]",False
7AW9,"[37, 37]",[],"[64, 92, 119, 98]",False
7AY1,[],[],"[1335, 1455, 80, 786, 694, 29]",False
7B0C,"[23, 23]",[],[161],True
7B0F,"[6, 13]",[],[773],False
7B0G,"[11, 11]",[],[773],True
7B0H,"[13, 6]",[],[773],False
7B1Y,"[30, 30]",[],[233],True
7B20,"[30, 30]",[],[233],True
7B23,"[30, 30]",[],[233],True
7B24,"[30, 30]",[],[233],True
7B25,"[29, 29]",[],[233],True
7B46,[12],[],[200],True
7B49,[21],[],[200],False
7B4A,[20],[],[200],True
7B4D,[12],[],[200],True
7B4E,[11],[],[200],False
7B4F,[12],[],[200],True
7B4G,[12],[],[200],True
7B4H,[12],[],[200],True
7B4N,[12],[],[200],True
7B5Y,"[46, 46]",[],[215],True
7BCA,"[19, 19]",[],[98],True
7BCB,"[18, 18]",[],[110],True
7BEF,"[73, 73]",[],"[329, 1342, 1407, 91, 630, 130]",False
7BEG,"[94, 94]",[],"[329, 1342, 1407, 91, 630, 130]",False
7BHY,"[15, 15]",[],[57],True
7BIL,[14],[],[507],False
7BJQ,[6],[],[464],False
7BTQ,"[64, 64]",[],"[520, 404, 1038]",True
7BWD,"[146, 146]",[],"[416, 102, 129, 125, 135, 76]",True
7BXT,"[145, 145]",[],"[144, 106, 133, 129, 41, 630]",True
7BY0,"[145, 145]",[],"[141, 102, 130, 126, 664]",True
7BZG,[20],[],[123],True
7C0G,[14],[],[79],True
7C0I,[7],[],[82],False
7C0J,[7],[],[76],False
7C0M,"[145, 145]",[],"[139, 106, 133, 129, 380]",True
7C17,"[72, 72]",[],"[329, 1342, 1416, 91, 633, 139]",True
7C97,"[63, 63]",[],"[212, 329, 1342, 1407, 91, 613]",True
7C98,"[9, 9]",[],[340],True
7C99,"[9, 9]",[],[340],True
7C9A,"[9, 9]",[],[339],True
7C9C,[9],[],[340],False
7C9O,"[25, 25]",[],"[67, 95, 104]",False
7CBY,"[16, 16]",[],[106],True
7CC9,"[8, 8]",[],[163],True
7CCD,"[10, 10]",[],[169],True
7CCJ,"[8, 8]",[],[165],True
7CCQ,"[147, 147]",[],"[98, 80, 103, 93, 366]",True
7CCR,"[147, 147]",[],"[98, 80, 103, 93, 366]",True
7CD5,[9],[],[351],False
7CD6,[9],[],[308],False
7CE1,[18],[],[341],False
7CHW,"[63, 63]",[],"[329, 1342, 1407, 91, 613]",True
7CKQ,"[50, 50]",[],"[314, 1193, 1199, 67, 371, 282, 69]",False
7CLI,"[18, 18]",[],[398],True
7COW,"[353, 353]",[],"[128, 195, 138, 105, 132]",False
7CPW,[20],[],[178],False
7CR6,"[36, 36]",[],"[336, 105]",False
7CR8,"[36, 36]",[],"[336, 105]",False
7CRE,[16],[],[76],False
7CRO,"[187, 187]",[],"[135, 102, 129, 122, 705]",True
7CRP,"[187, 187]",[],"[102, 129, 122, 758, 135]",True
7CRQ,"[187, 187]",[],"[135, 102, 129, 122, 758]",True
7CRR,"[187, 187]",[],"[135, 102, 129, 122, 758]",True
7CSW,"[30, 30]",[],[101],True
7CSY,"[28, 29]",[],[101],False
7CSZ,[11],[],[201],False
7CUH,[18],[],[339],False
7CVO,"[25, 25]",[],"[165, 103]",False
7CVQ,"[25, 25]",[],"[174, 97]",False
7CY6,[14],[],[917],False
7CY7,[14],[],[917],False
7CY8,[14],[],[917],False
7D1Z,"[145, 145]",[],"[139, 106, 133, 129, 352]",True
7D20,"[145, 145]",[],"[143, 106, 133, 129, 352]",True
7D3T,"[16, 16]",[],[144],False
7D3V,[10],[],[199],False
7D3W,[10],[],[199],False
7D3X,[10],[],[199],False
7D69,"[145, 145]",[],"[149, 102, 133, 127]",True
7D7C,"[59, 59]",[],"[329, 1342, 1407, 185]",True
7D7D,"[59, 59]",[],"[329, 1342, 1407, 185, 132, 91, 236]",True
7D8T,"[16, 16]",[],[199],False
7D98,"[56, 56]",[],[294],False
7DBH,"[145, 145]",[],"[139, 106, 133, 129]",True
7DBM,[38],[],"[557, 444]",False
7DBN,[38],[],"[557, 444]",False
7DBP,"[177, 177]",[],"[211, 136, 103, 130, 126]",True
7DCI,[12],[],[104],True
7DCJ,[14],[],[113],True
7DCS,"[23, 23]",[],[113],False
7DCT,"[24, 24]",[],[113],False
7DCU,"[21, 21]",[],[113],False
7DKG,[],[8],[505],False
7DPE,[18],[],[414],True
7DQ0,"[7, 7]",[],"[11, 8]",False
7DQ8,"[7, 7]",[],"[8, 11]",False
7DTA,"[11, 11]",[],[33],True
7DV2,"[21, 21]",[],[83],False
7DVV,"[28, 28]",[],[153],True
7DW5,"[21, 21]",[],[150],True
7DWR,"[24, 24]",[],[220],True
7DXP,[],[9],[507],True
7DY6,"[63, 63]",[],"[212, 329, 1342, 1407, 613, 91]",True
7E1B,"[26, 26]",[],[220],True
7E8D,"[185, 185]",[],"[135, 102, 129, 125, 254]",True
7E8I,"[145, 145]",[],"[135, 102, 129, 122, 356, 86]",True
7E9C,"[147, 147]",[],"[134, 103, 132, 131, 218]",True
7E9F,"[147, 147]",[],"[134, 103, 132, 131, 219]",True
7EA5,"[145, 145]",[],"[101, 78, 105, 93, 228]",True
7EA8,"[122, 122]",[],"[245, 101, 78, 104, 125]",True
7EDB,"[13, 13]",[],[351],False
7EDS,"[30, 30]",[],[200],True
7EDX,"[84, 84]",[],"[1872, 161, 109, 339, 376, 316, 517, 249, 929, 1199, 211, 124, 1970, 1174, 275, 142, 210, 127, 150, 125, 1085, 67, 117, 58, 172, 800, 677, 349, 310, 264, 218]",True
7EEU,"[30, 30]",[],[200],True
7EF8,[14],[],"[458, 14]",False
7EF9,[14],[],"[448, 14]",False
7EG6,"[235, 235]",[],"[905, 135, 102, 129, 122]",True
7EG7,"[79, 79]",[],"[1872, 161, 109, 339, 376, 316, 517, 249, 929, 1199, 211, 124, 1970, 1174, 275, 142, 210, 127, 150, 125, 1085, 67, 117, 58, 172, 800, 677, 349, 310, 264, 218]",True
7EG8,"[85, 85]",[],"[1872, 161, 109, 339, 376, 316, 517, 249, 929, 1199, 211, 124, 1970, 1174, 275, 142, 210, 127, 172, 150, 1085, 125, 67, 117, 58, 800, 677, 349, 310, 264, 218]",True
7EG9,"[79, 79]",[],"[1872, 1199, 800, 677, 349, 264, 218, 161, 339, 517, 249, 439, 211, 124, 1970, 275, 142, 210, 150, 67, 117, 58, 109, 376, 316, 291, 929, 1174, 127, 1085, 125, 172, 310]",True
7EGA,"[85, 85]",[],"[1872, 1199, 1085, 800, 677, 218, 161, 339, 376, 316, 517, 249, 439, 291, 211, 1487, 1174, 142, 210, 127, 150, 125, 64, 172, 109, 929, 124, 273, 117, 58, 349, 310, 264]",True
7EGB,"[94, 69]",[],"[309, 548, 395, 308, 462, 71, 782, 760, 346, 323, 1872, 1199, 1085, 677, 349, 310, 264, 161, 339, 376, 316, 517, 439, 291, 929, 211, 124, 1970, 1174, 275, 142, 172, 150, 125, 67, 117, 58, 800, 218, 109, 249, 210, 127]",False
7EGC,"[71, 71]",[],"[309, 548, 395, 308, 462, 71, 760, 346, 323, 1872, 1199, 1085, 800, 677, 349, 310, 264, 218, 161, 339, 376, 316, 517, 249, 439, 291, 929, 124, 1970, 1174, 275, 142, 210, 127, 172, 150, 125, 67, 117, 58, 109, 211, 782]",True
7EGD,"[72, 72]",[],"[1872, 161, 109, 339, 376, 929, 211, 124, 1199, 1085, 800, 677, 349, 310, 264, 218]",True
7EGH,"[72, 94]",[],"[1872, 1199, 677, 349, 310]",False
7EGJ,"[74, 74]",[],"[1872, 161, 109, 339, 376, 929, 211, 124, 1199, 1085, 800, 677, 349, 310, 264, 218]",True
7EGP,"[235, 235]",[],"[1093, 467, 135, 102, 129, 122, 918, 836, 566, 332, 634, 982, 157, 477]",True
7EJ6,[9],[],[334],False
7EJ7,"[9, 9]",[],[334],True
7EJC,[9],[],[339],False
7EJE,"[9, 9]",[],[339],True
7EL3,"[23, 23]",[],[141],True
7ENA,"[69, 69]",[],"[309, 346, 323, 109, 339, 307, 316, 517, 249, 1174, 275, 142, 210, 172, 150, 125, 117, 58, 1872, 1199, 1085, 800, 677, 349, 310, 264, 218, 161, 929, 211, 124, 439, 291, 548, 395, 308, 462, 71, 782, 760, 311, 178, 200, 178, 131, 1581, 270, 233, 268, 146, 135, 117, 1454, 651, 208, 244, 212, 144, 200, 600, 989, 1368, 841, 1970, 127, 67, 246, 788]",True
7ENC,"[69, 69]",[],"[1581, 117, 1454, 651, 244, 144, 200, 600, 311, 178, 200, 131, 178, 788, 146, 309, 346, 323, 548, 395, 308, 462, 270, 71, 782, 760, 439, 291, 1872, 1199, 1085, 800, 677, 246, 349, 310, 264, 218, 161, 929, 211, 124, 109, 339, 233, 307, 316, 249, 1970, 1174, 275, 142, 210, 268, 127, 172, 150, 125, 67, 117, 58, 517, 1368, 989, 208, 841, 212, 135]",True
7ENN,"[167, 167]",[],"[897, 135, 102, 129, 122]",True
7EOF,"[16, 16]",[],[204],False
7ET4,"[12, 12]",[],[122],False
7ET6,"[15, 15]",[],[125],False
7EYI,"[18, 18]",[],[130],False
7EZJ,[12],[],[210],True
7F0R,"[70, 70]",[],"[345, 1359, 1412, 88, 109, 342]",True
7F2F,"[15, 15]",[],[136],False
7F49,[],[30],[210],False
7F4Y,"[19, 15]",[],[908],False
7F75,"[68, 68]",[],"[314, 173, 1193, 1199, 67, 371, 69, 131]",False
7F9H,[22],[],[90],True
7FEF,[12],[],[72],True
7FHJ,"[12, 12]",[],[119],True
7FJ2,[20],[],[117],True
7FTN,"[16, 15]",[],[362],False
7FVS,[20],[],[692],True
7FVT,[20],[],[692],True
7GAT,"[13, 13]",[],[66],True
7ICE,"[7, 6]",[],[335],False
7ICF,"[7, 6]",[],[335],False
7ICG,"[7, 6]",[],[335],False
7ICH,"[7, 6]",[],[335],False
7ICI,"[7, 6]",[],[335],False
7ICJ,"[6, 6]",[],[335],True
7ICK,"[7, 6]",[],[335],False
7ICL,"[7, 6]",[],[335],False
7ICM,"[7, 6]",[],[335],False
7ICN,"[7, 6]",[],[335],False
7ICO,"[7, 6]",[],[335],False
7ICP,"[7, 6]",[],[335],False
7ICQ,"[7, 6]",[],[335],False
7ICR,"[7, 6]",[],[335],False
7ICS,"[7, 6]",[],[335],False
7ICT,"[7, 6]",[],[335],False
7ICU,"[7, 6]",[],[335],False
7ICV,"[7, 6]",[],[335],False
7JGR,"[84, 84]",[],"[618, 721, 462, 460, 257, 488, 424]",True
7JGS,"[60, 60]",[],"[618, 721, 462, 460, 257, 488, 424]",True
7JK1,"[17, 12]",[],[354],False
7JK2,"[60, 60]",[],"[618, 721, 462, 460, 257, 488, 424]",True
7JK3,"[60, 60]",[],"[618, 721, 462, 460, 257, 488, 424]",True
7JK4,"[60, 60]",[],"[618, 721, 462, 460, 257, 488, 424]",True
7JK5,"[60, 60]",[],"[618, 721, 462, 460, 257, 488]",True
7JKL,"[17, 13]",[],[354],False
7JKP,"[17, 13]",[],[354],False
7JL8,"[13, 17]",[],[354],False
7JLG,"[17, 13]",[],[354],False
7JM4,"[19, 19]",[],[111],True
7JN3,"[18, 16]",[],[278],False
7JNP,"[21, 21]",[],[213],True
7JO9,"[147, 147]",[],"[136, 103, 129, 125, 366]",True
7JOA,"[147, 147]",[],"[136, 103, 129, 125, 366]",True
7JPS,"[13, 13]",[],"[392, 577, 712, 436, 435]",True
7JSA,"[10, 10]",[],[123],True
7JSE,[4],[],[537],False
7JSF,[4],[],[537],False
7JSG,[17],[],[537],False
7JSH,[15],[],[538],False
7JSI,[8],[],[536],False
7JSL,"[10, 10]",[],[123],True
7JTN,[],[],"[764, 30]",True
7JTQ,[],[],"[764, 32]",True
7JU3,"[21, 21]",[],[213],True
7JVT,"[20, 20]",[],[214],False
7JY6,"[27, 45]",[],[334],False
7JY8,"[27, 45]",[],[334],False
7JZV,"[153, 153]",[],"[258, 115, 133, 125, 135, 102]",True
7K04,[29],[],"[177, 843, 72, 513, 778, 642, 338, 461, 27, 754]",False
7K0Y,"[24, 16]",[],"[4128, 609, 732]",False
7K19,"[24, 16]",[],[4128],False
7K1B,"[24, 16]",[],[4128],False
7K1J,"[24, 16]",[],"[4128, 609, 732]",False
7K1K,"[24, 16]",[],"[4128, 609, 732]",False
7K1N,"[24, 16]",[],"[4128, 609, 732]",False
7K30,[],"[27, 27]",[400],False
7K31,[27],[],"[395, 27]",False
7K32,[],[27],"[400, 27]",False
7K33,[27],[],"[400, 27]",False
7K5D,[35],[],[172],False
7K5O,"[16, 10]",[],[580],False
7K5P,"[10, 16]",[],[580],False
7K5Q,"[10, 16]",[],[580],False
7K5R,"[11, 16]",[],[580],False
7K5S,"[11, 16]",[],[580],False
7K5T,"[11, 16]",[],[580],False
7K5U,"[12, 16]",[],[580],False
7K5X,"[197, 197]",[],"[126, 136, 103, 130, 270, 194]",True
7K5Y,"[197, 197]",[],"[136, 103, 130, 126, 270, 219]",True
7K60,"[197, 197]",[],"[136, 103, 130, 126, 270, 213]",True
7K61,"[197, 197]",[],"[130, 136, 103, 126, 270]",True
7K63,"[197, 197]",[],"[136, 103, 130, 126, 270, 221]",True
7K6P,"[146, 146]",[],"[98, 107, 93, 406, 90, 76]",True
7K6Q,"[146, 146]",[],"[98, 92, 107, 93, 406, 76]",True
7K78,"[136, 136]",[],"[139, 103, 132, 131, 265]",True
7K7G,"[147, 147]",[],"[136, 103, 132, 131, 48]",True
7KBD,"[151, 151]",[],"[103, 139, 136, 126]",False
7KBE,"[156, 156]",[],"[103, 139, 136, 126]",False
7KBF,"[172, 172]",[],"[136, 103, 139, 126, 273]",True
7KC0,"[25, 38]",[],"[258, 350, 1097, 487]",False
7KHB,"[64, 64]",[],"[329, 1342, 1407, 91, 613]",True
7KHE,"[61, 61]",[],"[236, 1342, 1407, 91, 613, 151]",True
7KHI,"[36, 28]",[],"[236, 1342, 1407, 91, 613, 151]",False
7KIF,"[100, 100]",[],"[347, 92, 1172, 1318, 110, 528, 111, 162]",True
7KII,[10],[],[111],False
7KIJ,[10],[],[111],False
7KIK,[10],[],[137],False
7KIM,"[100, 100]",[],"[347, 92, 1172, 1318, 110, 528, 111, 162]",True
7KIN,"[100, 100]",[],"[347, 1172, 1318, 110, 528, 111, 162]",True
7KLE,"[19, 13]",[],[341],False
7KLF,"[19, 13]",[],[341],False
7KSP,"[22, 22]",[],[230],True
7KTQ,"[167, 167]",[],"[99, 79, 105, 95]",True
7KU7,"[18, 16]",[],[278],False
7KUF,"[18, 18]",[],"[92, 112]",False
7KUI,"[18, 16]",[],[278],False
7KZ0,[12],[12],[174],False
7KZ1,[12],[],"[157, 12]",False
7KZG,[12],[],"[174, 12]",False
7KZL,[9],[],[10],False
7KZS,"[58, 58]",[],"[1477, 197, 1328, 1451, 884, 583, 555, 399, 641, 394, 906, 39]",True
7KZT,"[58, 58]",[],"[1477, 197, 1328, 1451, 884, 583, 555, 399, 641, 394, 906, 39]",True
7KZV,"[58, 58]",[],"[1477, 197, 1328, 1451, 884, 583, 555, 399, 641, 394, 906, 39]",True
7L4C,"[18, 18]",[],[353],True
7L4F,"[18, 18]",[],[357],True
7L4H,"[18, 18]",[],[352],True
7L4K,"[18, 18]",[],[357],True
7L4M,"[18, 18]",[],[357],True
7L4N,"[18, 18]",[],[357],True
7L4V,"[16, 16]",[],[78],False
7L4X,[13],[],[166],False
7L4Y,[13],[],[166],False
7L69,[8],[],"[432, 12]",False
7LAR,[6],[],[314],False
7LAS,"[14, 10]",[],[314],False
7LBM,"[100, 100]",[],"[841, 1368, 747, 210, 127, 172, 150, 125, 58, 376, 339, 439, 291, 517, 760, 548, 462, 71, 346, 246, 268, 117, 208, 212, 200, 311, 200, 178, 146, 135, 244, 67, 117, 109, 316, 249, 782, 989, 395, 308, 309, 323, 651, 178, 1454, 270, 1970, 233, 144, 131, 788, 1174, 275, 142]",True
7LBW,"[22, 22]",[],[204],True
7LBX,"[22, 22]",[],[204],True
7LCC,[20],[],[1496],False
7LCD,[8],[],"[432, 12]",False
7LFQ,[6],[],[501],False
7LH9,[12],[],[126],True
7LHZ,"[11, 15]",[],[743],False
7LNI,"[14, 14]",[],[578],False
7LNJ,"[14, 14]",[],[578],False
7LO5,"[29, 29]",[],[1029],False
7LPI,[21],[],"[276, 21]",False
7LPJ,[21],[],"[276, 21]",False
7LRI,[35],[],"[555, 429]",False
7LRM,[38],[],"[555, 429]",False
7LRX,[38],[],"[555, 429]",False
7LRY,[38],[],"[555, 429]",False
7LSK,[38],[],"[555, 429]",False
7LT3,"[31, 30]",[],"[609, 732, 4128, 20, 336, 299, 911]",False
7LT5,"[14, 14]",[],[578],False
7LUF,"[27, 23]",[],[1163],False
7LV8,"[121, 121]",[],"[97, 106, 104, 165]",True
7LV9,"[95, 95]",[],"[104, 97, 106, 165]",True
